"=""Статистика недоступности электронных сервисов""";

"=""Выберите узел СМЭВ""";"=""00 Федеральный уровень""";
"=""Выберите поставщика сервиса""";"=""""";
"=""Выберите информационные системы""";"=""""";
"=""Выберите сервисы""";"=""""";
"=""Выберите период формирования отчета с""";"=""07.02.2014""";
"=""по""";"=""10.02.2014""";
"=""Время генерации отчета""";"=""14.07.2014 13:17:45""";

"=""Сводные показатели""";

"=""Ведомство""";"=""Сервис""";"=""Кол-во отключений сервиса за период""";"=""Общее время недоступности за период""";"=""Самый продолжительный интервал недоступности""";"=""Среднее время недоступности""";"=""Общее время недоступности, без учета кратковременных прерываний""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003174) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003180) - fake service""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003311) - fake service""";"=""2""";"=""00:14:32""";"=""00:08:32""";"=""00:07:16""";"=""00:14:32""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003314) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003316) - fake service""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003319) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003321) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003322) - fake service""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003350) - fake service""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003371) - fake service""";"=""7""";"=""00:13:06""";"=""00:05:00""";"=""00:01:52""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003373) - fake service""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003383) - fake service""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003385) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003395) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003396) - fake service""";"=""2""";"=""00:15:32""";"=""00:09:31""";"=""00:07:46""";"=""00:15:32""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003425) - fake service""";"=""2""";"=""00:12:01""";"=""00:06:01""";"=""00:06:00""";"=""00:12:01""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003447) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003448) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003494) - fake service""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003600) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003603) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003613) - fake service""";"=""3""";"=""03:06:15""";"=""02:54:39""";"=""01:02:05""";"=""03:05:08""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003681) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003682) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Тестовый орган исполнительной власти""";"=""(00-SID0003683) - fake service""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Управление регистрации и архивных фондов Федеральной службы безопасности Российской Федерации""";"=""(00-SID0003535) - Сервис по предоставлению сведений о гибели (смерти) сотрудника, в т.ч. признание без вести пропавшим, при исполнении обязанностей военной службы (в том числе контртеррористических операций)""";"=""14""";"=""03:16:51""";"=""02:55:26""";"=""00:14:03""";"=""03:05:23""";
"=""Управление регистрации и архивных фондов Федеральной службы безопасности Российской Федерации""";"=""(00-SID0003542) - Сервис по предоставлению справок об общей продолжительности службы, выдаваемых ФСБ относительно уволенных сотрудников ФСБ России""";"=""15""";"=""03:14:58""";"=""02:55:33""";"=""00:12:59""";"=""03:05:47""";
"=""ФАС России""";"=""(00-SID0003574) - Сервис для приема заявок с Единого портала государственных услуг""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФАС России""";"=""(00-SID0003638) - Сервис Федеральной антимонопольной службы по предоставления сведений для ФССП""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФБУ ГРП при Минюсте России""";"(00-SID0003116) - Электронный сервис ФБУ ГРП при Минюсте России по предоставлению сведений из документов, подтверждающих аккредитацию (регистрацию, создание) филиала на территории Российской Федерации, за исключением сведений об аккредитации корреспондентского пункта иностранного средства массовой информации.";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""ФИПС""";"=""(00-SID0003547) - Веб-сервис передачи сведений о зарегистрированных объектах интеллектуальной собственностипри осуществлении электронного взаимодействия с органами исполнительной власти""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФК""";"=""(00-SID0003194) - Электронный сервис системы учета начислений и фактов оплаты государственных пошлин, денежных платежей (штрафов) и сборов""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""ФК""";"=""(00-SID0003572) - Электронный сервис системы учета начислений и фактов оплаты государственных пошлин, денежных платежей (штрафов) и сборов""";"=""1""";"=""00:34:47""";"=""00:34:47""";"=""00:34:47""";"=""00:34:47""";
"=""ФК""";"=""(00-SID0003808) - Электронный сервис получения информации от информационных систем Поставщиков и предоставления информации информационным системам Потребителей государственной автоматизированной системы «Управление»""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФМБА""";"=""(00-SID0003021) - Проведение медико-социальной экспертизы и информирование об услугах по реабилитации инвалидов""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФМБА""";"=""(00-SID0003126) - Электронный сервис подачи заявления об уведомлении о начале ведения предпринимательской деятельности""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФМБА""";"=""(00-SID0003186) - Запросы в учреждения МСЭ ФМБА России""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФМБА""";"=""(00-SID0003188) - Ответы от учреждений МСЭ ФМБА России""";"=""1""";"=""00:01:24""";"=""00:01:24""";"=""00:01:24""";"=""00:00:00""";
"=""ФМБА""";"=""(00-SID0003445) - Сервис  подачи заявки на предоставление сведений из заключения о наличии причинной связи развившихся заболеваний и инвалидности с последствиями радиационного воздействия""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФМБА""";"=""(00-SID0003670) - Электронный сервис предоставления информации о санитарно-эпидемиологических заключениях""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФМС""";"=""(00-SID0003063) - Проверка документов лиц без гр-ва РФ для ПГУ""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""ФМС""";"=""(00-SID0003065) - Регистрация, запрос истории событий, состояний""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""ФМС""";"=""(00-SID0003418) - Сервисный концентратор""";"=""1""";"=""00:01:43""";"=""00:01:43""";"=""00:01:43""";"=""00:00:00""";
"=""ФНС""";"=""(00-SID0002221) - Электронный сервис «Предоставление сведений о среднесписочной численности работников за предшествующий календарный год»""";"=""4""";"=""00:38:01""";"=""00:14:00""";"=""00:09:30""";"=""00:23:45""";
"=""ФНС""";"=""(00-SID0003013) - Электронный сервис «Предоставление услуг подачи интернет заявок на государственную регистрацию юридических лиц и индивидуальных предпринимателей на Едином портале Государственных услуг»""";"=""9""";"=""00:24:45""";"=""00:06:00""";"=""00:02:45""";"=""00:11:31""";
"=""ФНС""";"=""(00-SID0003049) - Электронный сервис предоставления информации о задолженности по имущественным налогам физических лиц""";"=""7""";"=""00:25:05""";"=""00:09:42""";"=""00:03:35""";"=""00:18:40""";
"=""ФНС""";"=""(00-SID0003059) - Электронный сервис предоставления информации о наличии идентификационного номера налогоплательщика в отношении физических лиц, в том числе индивидуальных предпринимателей""";"=""3""";"=""95:56:00""";"=""84:48:38""";"=""31:58:40""";"=""95:56:00""";
"=""ФНС""";"=""(00-SID0003102) - Электронный сервис предоставления информации о начислениях на уплату госпошлины и получения информации о принятом платеже""";"=""12""";"=""00:29:54""";"=""00:12:00""";"=""00:02:29""";"=""00:18:00""";
"=""ФНС""";"=""(00-SID0003103) - Электронный сервис приема налоговых деклараций от налогоплательщиков""";"=""11""";"=""00:37:59""";"=""00:09:15""";"=""00:03:27""";"=""00:17:03""";
"=""ФНС""";"(00-SID0003104) - Электронный сервис, предоставляющий возможность получения сведений из ЕГРЮЛ и ЕГРИП в виде выписки из соответствующего государственного реестра на основании запроса в электронном виде,  направленного через портал государственных и муниципальных услуг.";"=""6""";"=""00:27:07""";"=""00:12:03""";"=""00:04:31""";"=""00:20:12""";
"=""ФНС""";"(00-SID0003105) - Электронный сервис «Постановка на учет физического лица в налоговом органе на основании заявления, поданного через Интернет, с уведомлением заявителя через Интернет о результатах рассмотрения поданных документов с указанием даты получения Свидетельства о постановке на учет в налоговом органе по месту жительства»";"=""13""";"=""00:38:38""";"=""00:09:44""";"=""00:02:58""";"=""00:16:45""";
"=""ФНС""";"(00-SID0003106) - Электронный сервис, реализующий :    ""Проверку сведений о руководителе юридического лица на основании ФИО, ОГРН и ЭП руководителя юридического лица""; ""Предоставление сведений об ИНН физического лица на основании полных паспортных данных, по запросу органов исполнительной власти"";                                          ""Предоставление сведений о постановке на учет организации в налоговом органе по месту нахождения ее обособленного подразделения, содержащихся в ЕГРН, по запросу органов исполнительной власти""";"=""15""";"=""00:40:24""";"=""00:09:40""";"=""00:02:41""";"=""00:16:43""";
"=""ФНС""";"=""(00-SID0003131) - Электронный сервис «Сведения от лицензирующих органов о предоставлении лицензии, переоформлении документа, подтверждающего наличие лицензии, приостановлении, возобновлении или прекращении действия лицензии, аннулировании лицензии»""";"=""3""";"=""00:12:36""";"=""00:06:06""";"=""00:04:12""";"=""00:12:10""";
"=""ФНС""";"=""(00-SID0003292) - Электронный сервис «Предоставление кратких сведений и/или выписки из ЕГРЮЛ/ЕГРИП по запросу органов государственной власти»""";"=""11""";"=""00:33:25""";"=""00:08:49""";"=""00:03:02""";"=""00:16:58""";
"=""ФНС""";"=""(00-SID0003310) - Электронный сервис «Предоставление кратких сведений и/или выписки из ЕГРЮЛ/ЕГРИП по запросу органов государственной власти, имеющих право на получение закрытых сведений»""";"=""12""";"=""00:30:52""";"=""00:08:47""";"=""00:02:34""";"=""00:14:48""";
"=""ФНС""";"=""(00-SID0003450) - Электронный сервис «Предоставление сведений об идентификационном номере налогоплательщика, физического лица, на основании полных паспортных данных, по запросу органов исполнительной власти»""";"=""1""";"=""00:23:43""";"=""00:14:00""";"=""00:23:43""";"=""00:23:43""";
"=""ФНС""";"=""(00-SID0003451) - Электронный сервис «Предоставление сведений о наличии (отсутствии) задолженности по уплате налогов, сборов, пеней и штрафов за нарушение законодательства Российской Федерации о налогах и сборах, по запросу органов исполнительной власти»""";"=""1""";"=""00:23:44""";"=""00:14:00""";"=""00:23:44""";"=""00:23:44""";
"=""ФНС""";"=""(00-SID0003452) - Электронный сервис «Предоставление сведений об учете организации в налоговом органе по месту нахождения ее обособленного подразделения»""";"=""2""";"=""00:27:40""";"=""00:14:00""";"=""00:13:50""";"=""00:23:43""";
"=""ФНС""";"=""(00-SID0003453) - Электронный сервис «Предоставление по запросам органов исполнительной власти Адресных сведений, содержащихся в Федеральной информационной системе (ФИАС)»""";"=""4""";"=""00:18:20""";"=""00:10:30""";"=""00:04:35""";"=""00:16:35""";
"=""ФНС""";"=""(00-SID0003521) - Электронный сервис «Предоставление сведений из деклараций физических лиц»""";"=""2""";"=""00:18:28""";"=""00:12:03""";"=""00:09:14""";"=""00:18:28""";
"=""ФНС""";"=""(00-SID0003524) - Электронный сервис «Предоставление сведений о среднесписочной численности работников за предшествующий календарный год»""";"=""3""";"=""00:18:38""";"=""00:12:02""";"=""00:06:12""";"=""00:18:03""";
"=""ФНС""";"=""(00-SID0003525) - Электронный сервис «Предоставление кратких сведений и/или выписки из ЕГРЮЛ/ЕГРИП по запросу органов государственной власти»""";"=""3""";"=""00:14:24""";"=""00:07:29""";"=""00:04:48""";"=""00:13:29""";
"=""ФНС""";"=""(00-SID0003526) - Электронный сервис «Предоставление сведений из Реестра дисквалифицированных лиц»""";"=""2""";"=""00:12:42""";"=""00:08:43""";"=""00:06:21""";"=""00:08:43""";
"=""ФНС""";"=""(00-SID0003551) - Электронный сервис «Предоставление кратких сведений и/или выписки из ЕГРЮЛ/ЕГРИП по запросу органов государственной власти»""";"=""2""";"=""00:16:06""";"=""00:10:06""";"=""00:08:03""";"=""00:16:06""";
"=""ФНС""";"=""(00-SID0003584) - Предоставление органам государственной власти информации об ИНН физического лица на основании данных о ФИО и дате рождения""";"=""3""";"=""00:14:13""";"=""00:08:00""";"=""00:04:44""";"=""00:14:06""";
"=""ФНС""";"=""(00-SID0003626) - Электронный сервис «Предоставление органам государственной власти информации об ИНН физического лица на основании данных о ФИО и дате рождения»""";"=""2""";"=""00:12:41""";"=""00:06:35""";"=""00:06:20""";"=""00:12:41""";
"=""ФНС""";"=""(00-SID0003627) - Электронный сервис «Предоставление сведений о сумме фактически уплаченных юридическим лицом налогов за текущий финансовый год в бюджеты всех уровней»""";"=""2""";"=""00:16:31""";"=""00:10:31""";"=""00:08:15""";"=""00:16:31""";
"=""ФНС""";"=""(00-SID0003679) - Электронный сервис «Сервис приема документов и обработки статусов электронного заявления с ПГУ в информационной системе ФНС России. СМЭВ версия от 11.11.2011»""";"=""2""";"=""00:15:19""";"=""00:09:19""";"=""00:07:39""";"=""00:15:19""";
"=""ФНС""";"=""(00-SID0003688) - Электронный сервис «Подача электронных документов на государственную регистрацию юридических лиц, физических лиц в качестве индивидуальных предпринимателей и крестьянских (фермерских) хозяйств»""";"=""3""";"=""00:16:54""";"=""00:09:30""";"=""00:05:38""";"=""00:15:36""";
"=""ФНС""";"=""(00-SID0003777) - Электронный сервис «Предоставление сведений 2-НДФЛ»""";"=""1""";"=""00:23:40""";"=""00:14:00""";"=""00:23:40""";"=""00:23:40""";
"=""ФНС""";"=""(00-SID0003793) - Электронный сервис «Предоставление сведений о наличии (отсутствии) задолженности по уплате налогов, сборов, пеней и штрафов за нарушение законодательства Российской Федерации о налогах и сборах, по запросу органов исполнительной власти»""";"=""1""";"=""00:23:40""";"=""00:14:00""";"=""00:23:40""";"=""00:23:40""";
"=""ФНС""";"=""(00-SID0003810) - Электронный сервис «Предоставление кратких сведений и/или выписки из ЕГРЮЛ/ЕГРИП по запросу органов государственной власти»""";"=""1""";"=""00:28:18""";"=""00:14:18""";"=""00:28:18""";"=""00:28:18""";
"=""ФНС""";"=""(00-SID0003820) - Прием статусов при асинхронном взаимодействии со СМЭВ""";"=""1""";"=""00:23:42""";"=""00:14:00""";"=""00:23:42""";"=""00:23:42""";
"=""ФНС""";"(00-SID0003836) - Электронный сервис ""Прием ответов Росреестра при асинхронном взаимодействии со СМЭВ""";"=""1""";"=""00:23:44""";"=""00:14:01""";"=""00:23:44""";"=""00:23:44""";
"=""ФОМС""";"(00-SID0003553) - Сервис Федерального фонда обязательного медицинского страхования по организации обеспечения своевременного и полного рассмотрения устных и письменных обращений граждан с уведомлением заявителей о принятии по ним решений и направление ответов в установленный законодательством Российской Федерации срок";"=""1""";"=""00:06:03""";"=""00:06:03""";"=""00:06:03""";"=""00:06:03""";
"=""ФСБ России""";"=""(00-SID0003534) - Сервис передачи сведений о размере получаемой пенсии и других выплат, учитываемых при расчете совокупного дохода семьи (одиноко проживающего гражданина)""";"=""38""";"=""04:19:57""";"=""02:59:23""";"=""00:06:50""";"=""03:11:23""";
"=""ФСБ России""";"=""(00-SID0003541) - Сервис передачи cправок о факте смерти лица, необоснованно репрессированного и впоследствии реабилитированного""";"=""47""";"=""04:16:22""";"=""02:54:44""";"=""00:05:27""";"=""03:03:23""";
"=""ФСБ России""";"(00-SID0003597) - Сервис по обеспечению соблюдения запретов и ограничений в отношении товаров, включенных в Единый перечень товаров, к которым применяются запреты или ограничения на ввоз или вывоз государствами – участниками Таможенного союза в рамках Евразийского экономического сообщества в торговле";"=""12""";"=""03:13:20""";"=""02:55:21""";"=""00:16:06""";"=""03:05:04""";
"=""ФСБ России""";"=""(00-SID0003633) - Сервис получения пропусков и разрешений на проведение мероприятий, деятельности, работы в пограничной зоне""";"=""12""";"=""03:16:44""";"=""02:55:22""";"=""00:16:23""";"=""03:05:18""";
"=""ФСБ России""";"=""(00-SID0003644) - Сервис предоставления информации по архивным документам""";"=""12""";"=""03:15:12""";"=""02:56:15""";"=""00:16:16""";"=""03:06:14""";
"=""ФСИН России""";"(00-SID0003162) - Электронный сервис ""Прием обращений граждан и направление ответов на них в электронном виде";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""ФСКН России""";"(00-SID0003497) - Электронный сервис предоставления копии заключения органов по контролю за оборотом наркотических средств и психотропных веществ о соответствии установленным требованиям объектов и помещений, в которых осуществляется деятельность, связанная с оборотом наркотических средств и психотропных веществ, и (или) культивирование наркосодержащих растений, установленным требованиям к оснащению этих объектов и помещений инженерно – техническими средствами охраны";"=""0""";"=""00:14:57""";"=""00:14:57""";"=""00:00:00""";"=""00:14:57""";
"=""ФСКН России""";"(00-SID0003498) - Электронный сервис предоставления копии заключения органов по контролю за оборотом наркотических средств и психотропных веществ об отсутствии у работников, которые в соответствии со своими служебными обязанностями должны иметь доступ к наркотическим средствам или психотропным веществам либо культивируемым наркосодержащим растениям, непогашенной или неснятой судимости за преступление средней тяжести, тяжкое, особо тяжкое преступление или преступление, связанное с незаконным оборотом наркотических средств, психотропных веществ, их прекурсоров либо с незаконным культивированием наркосодержащих растений, в том числе за преступление, совершенное за пределами Российской Федерации";"=""0""";"=""00:14:44""";"=""00:14:44""";"=""00:00:00""";"=""00:14:44""";
"=""ФСКН России""";"=""(00-SID0003499) - Электронный сервис предоставления сведений о прекращении выплаты пенсии по линии ведомства""";"=""1""";"=""00:08:02""";"=""00:08:02""";"=""00:08:02""";"=""00:08:02""";
"=""ФСКН России""";"(00-SID0003511) - Электронный сервис предоставления сведений о периодах прохождения военной службы, а также другой приравненной к ней службы, предусмотренной Законом Российской Федерации ""О пенсионном обеспечении лиц, проходивших военную службу, службу в органах внутренних дел, Государственной противопожарной службе, органах по контролю за оборотом наркотических средств и психотропных веществ, учреждениях и органах уголовно-исправительной системы, и их семей""";"=""1""";"=""00:08:05""";"=""00:08:05""";"=""00:08:05""";"=""00:08:05""";
"=""ФСКН России""";"=""(00-SID0003512) - Электронный сервис предоставления   сведений о периодах службы, предшествовавших назначению пенсии по инвалидности, либо о периодах службы, работы и иной деятельности, учтенных при определении размера пенсии за выслугу лет""";"=""1""";"=""00:12:03""";"=""00:12:03""";"=""00:12:03""";"=""00:12:03""";
"=""ФСКН России""";"(00-SID0003513) - Электронный сервис предоставления сведений о периоде проживания супругов военнослужащих, проходивших военную службу по контракту, вместе с супругами в местностях, где они не могли трудиться в связи с отсутствием возможности трудоустройства";"=""1""";"=""00:08:40""";"=""00:08:40""";"=""00:08:40""";"=""00:08:40""";
"=""ФСКН России""";"=""(00-SID0003514) - Электронный сервис предоставления справки по пенсионному делу гражданина, выехавшего на постоянное жительство за пределы Российской Федерации и получавшего пенсию по линии ФСКН России""";"=""1""";"=""00:08:07""";"=""00:08:07""";"=""00:08:07""";"=""00:08:07""";
"=""ФСКН России""";"=""(00-SID0003515) - Электронный сервис предоставления сведений, содержащиеся в разрешениях ФСКН России на право ввоза (вывоза) наркотических средств, психотропных веществ или их прекурсоров""";"=""1""";"=""00:08:38""";"=""00:08:38""";"=""00:08:38""";"=""00:08:38""";
"=""ФСКН России""";"=""(00-SID0003565) - Электронный сервис предоставления сведений о размере выплат пенсионерам, состоящим на учете в отделе пенсионного обслуживания ФСКН""";"=""1""";"=""00:08:04""";"=""00:08:04""";"=""00:08:04""";"=""00:08:04""";
"=""ФСКН России""";"(00-SID0003569) - Электронный сервис запроса справки органа, осуществляющего пенсионное обеспечение заявителя, выданная не ранее чем за месяц до даты обращения, содержащая сведения о суммах денежных выплат, установленных ему в соответствии с законодательством Российской Федерации по состоянию на дату";"=""2""";"=""00:17:28""";"=""00:12:28""";"=""00:08:44""";"=""00:12:28""";
"=""ФСКН России""";"=""(00-SID0003727) - Электронный сервис для работы с заявками получателей государственных услуг с потрала www.gosuslugi.ru""";"=""2""";"=""00:12:03""";"=""00:08:04""";"=""00:06:01""";"=""00:08:04""";
"=""ФСКН России""";"=""(00-SID0003728) - Электронный сервис для работы с организационной структурой ведомства.""";"=""2""";"=""00:07:18""";"=""00:06:46""";"=""00:03:39""";"=""00:06:46""";
"=""ФСС""";"=""(00-SID0003161) - 10001294265 «Рассмотрение обращений граждан, поступивших в  Фонд социального страхования Российской Федерации»""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФСС""";"=""(00-SID0003245) - Предоставление сведений из Акта о несчастном случае на производстве  (форма Н-1)""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФСС""";"=""(00-SID0003308) - Регистрация и снятие с учета страхователей""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФСС""";"(00-SID0003309) - Прием расчета по начисленным и уплаченным страховым взносам на обязательное социальное страхование на случай временной нетрудоспособности и в связи с материнством и по обязательному социальному страхованию от несчастных случаев на  производстве и профессиональных заболеваний, а также по расходам на выплату страхового обеспечения (Форма 4-ФСС РФ)";"=""8""";"=""00:07:03""";"=""00:02:39""";"=""00:00:52""";"=""00:00:00""";
"=""ФСС""";"=""(00-SID0003315) - Прием отчета (Расчета), представляемого лицами, добровольно вступившими в правоотношения по обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством (Форма-4а-ФСС РФ)""";"=""7""";"=""00:07:11""";"=""00:01:27""";"=""00:01:01""";"=""00:00:00""";
"=""ФСС""";"=""(00-SID0003415) - Сведения об отсутствии регистрации гражданина в качестве лица,  добровольно вступившего в правоотношения по обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФСС""";"=""(00-SID0003416) - Сведения о состоянии расчетов по страховым взносам, пеням и штрафам плательщика страховых взносов""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФСС""";"=""(00-SID0003528) - Прием заявлений с Единого портала государственных и муниципальных услуг (функций)""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФСФР""";"=""(00-SID0003577) - Сервис предоставления сведений, находящихся в компетенции Федеральной службы по финансовым рынкам""";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""ФСФР""";"(00-SID0003720) - Сервис Организация приёма граждан, обеспечение своевременного и полного рассмотрения устных и письменных обращений граждан, принятие по ним решений и направление заявителям ответов в установленный законодательством Российской Федерации срок";"=""0""";"=""96:00:00""";"=""96:00:00""";"=""00:00:00""";"=""96:00:00""";
"=""ФТС""";"=""(00-SID0003229) - Государственная регистрация маломерных судов""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФТС""";"=""(00-SID0003230) - Регистрация автомототранспортных средств и прицепов к ним в ГИБДД МВД России""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФТС""";"=""(00-SID0003231) - Осуществление специальной регистрации культурных ценностей , ввезенных и временно ввезенных на территорию Российской Федерации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФТС""";"=""(00-SID0003260) - Согласование заявлений о выдаче лицензий на экспорт товаров животного или растительного происхождения""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФТС""";"(00-SID0003286) - Сведения о вывозе хозяйствующим субъектом (группой лиц) этого товара за пределы территории, географические границы которой определяют сферу обращения товара, являющуюся товарным рынком, на котором хозяйствующий субъект (группа лиц) занимают долю выше 35 процентов";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФТС""";"=""(00-SID0003297) - Электронный сервис для работы с организационной структурой ведомства.""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФТС""";"=""(00-SID0003298) - Электронный сервис для работы с заявками получателей государственных услуг с потрала www.gosuslugi.ru""";"=""1""";"=""00:00:35""";"=""00:00:35""";"=""00:00:35""";"=""00:00:00""";
"=""ФТС""";"=""(00-SID0003449) - Сервис получения сведений из документа о прохождении военной (иной службы) военнослужащего (служащего)""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""ФТС""";"=""(00-SID0003731) - Сервис представления сведений из деклараций на товары  и таможенных приходных ордеров""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Федеральная служба охраны Российской Федерации""";"=""(00-SID0003631) - Сервис Федеральной службы охраны Российской Федерации по предоставлению находящихся в расположении ФСО России сведений в электронном виде""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Федеральная служба по техническому и экспортному контролю""";"=""(00-SID0003694) - Лицензирование деятельности по технической защите конфиденциальной информации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Федеральная служба по техническому и экспортному контролю""";"=""(00-SID0003695) - Сервис лицензирования деятельности по разработке и производству средств защиты конфиденциальной информации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
